"Comment","Toxicity","toxic","severe_toxic","obscene","threat","insult","identity_hate","source","manual_override"
"đúng tâm trạng mih lúc này","0","0","0","0","0","0","0","victsd_train","0"
"hồi bé học tiểu học bị miết mà lúc đó cắn răng để kéo xuống cho nó khỏi kẹt nghĩ lại thấy thốn quá hehe","0","0","0","0","0","0","0","victsd_test","0"
"ngăn chặn dịch covid là để bảo vệ cho hơn 90 triệu người và phát triển đất nước vnkiểm soát người nhập cảnh vô cùng quan trọng nên áp dụng ngay người nhập cảnh phải có chứng nhận âm tính trong vòng 3 ngày trước khi nhập cảnh","0","0","0","0","0","0","0","victsd_train","0"
"chuẩn đấy riêng nilon bình nhựa là phải hạn chế tối đa sử dụng vì skhoe chính bản thân mình trước nhất là sử dụng ở nhiệt độ cao cực kỳ độc hại","0","0","0","0","0","0","0","victsd_train","0"
"nhạc ngày xưa thường hay đề cập các chủ đề lớn quê hương chinh chiến các mối tình đẹp chứ mấy khi đề cập đến những thứ đời thường rất nhỏ nhưng ai cũng có thể gặp nhạc trẻ bù lấp cho những thiếu hụt đó tiếc là có khi chỉ là những cảm xúc chứ không có dẫn lối chỉ đường lời thì thường là bộc trực văn nói không nhiều vần nên không dễ thuộc có vẻ tự do hơn thoải mái hơn nhạc thì dập khuôn nước ngoài nhưng nghe hiện đại sống động tươi tắn","1","1","0","1","0","1","0","victsd_train","0"
"đọc báo thấy binden hơn trump tất cả các mặt từ tấm lòng nhân ái cho đến sự ủng hộ của tất cả","1","1","0","1","0","1","0","victsd_train","0"
"ký ức lại ùa về","0","0","0","0","0","0","0","victsd_valid","0"
"làm ơn đừng mang taxi bay này về vn để cho taxi truyền thống taxi công nghệ bọn em còn kiếm cơm kkk","0","0","0","0","0","0","0","victsd_train","0"
"3 em trường thường 1 em trường chuyên sẽ làm dậy sóng cuộc chiến trường chuyên và trường thường của các bạn thuộc 2 phe tôi thì thấy ai vô địch năm này đều xứng đáng 4 em đều giỏi chúc các em thi đấu hết mình","1","1","0","1","0","1","0","victsd_test","0"
"tuyệt vời trí tuệ việt nam xin chúc mừng các nhà khoa học đhbk hn và cộng sự","1","1","0","1","0","1","0","victsd_train","0"
"mình hay câu rô phi","0","0","0","0","0","0","0","victsd_train","0"
"rút tiền mua đi hỏi gì nữa","0","0","0","0","0","0","0","victsd_train","0"
"cách đây khoảng 50 năm mình cũng như thế này nhớ quá","0","0","0","0","0","0","0","victsd_test","0"
"làm ăn kinh thật cứ mỗi năm xuất khẩu vài chú dư sức nuôi clb","0","0","0","0","0","0","0","victsd_train","0"
"mình thấy rất nên học tinh thần của người trung quốc tuy là đi sau trong khoa học kỹ thuật nhưng cái gì thế giới làm được mình cũng học hỏi làm cho bằng được chứ không chỉ ở đó trầm trồ khen ngợi mà không cố gắng bám đuổi","1","1","0","0","0","0","0","victsd_train","0"
"qua bài này cho thấy câu nói sinh nghề tử nghiệp là có thật","0","0","0","0","0","0","0","victsd_train","0"
"dù thế nào đi chăng nữa cũng cần có một ngôi nhà dù có lỗ lủng con người cũng vậy có điều là tốn tiền nhiều hơn","0","0","0","0","0","0","0","victsd_valid","0"
"điê n mă t trơ i cu ng như năng lươ ng ta i ta o pha i đi ke m vơ i pha t triê n công nghê sư du ng hydro la kênh lưu trư va phân phô i năng lươ ng bây giơ va va i thâ p ky tơ i la thơ i cu a hydro năng lươ ng ta i ta o điê n mă t trơ i cu ng giô ng như sa n phâ m thư c phâ m ơ mô t sô so sa nh nê u không co công nghê lưu trư ba o qua n va phân phô i thư c phâ m giư la nh đo ng go i châ t ba o qua n sâ y khô vâ n ta i vv thi viê c sa n xuâ t thư c phâ m se nhanh cho ng tha nh ke m hiê u qua va nhanh cho ng đi va o ngo cu t vi sa n xuâ t ra thư c phâ m nhưng không biê t lưu ba o qua n va phân phô i tương tư vâ y năng lươ ng ta i ta o la nguô n thâ t thươ ng câ n pha i đươ c lưu trư trong nhiên liê u hydro du ng năng lươ ng ta i ta o đê sa n xuâ t hydro va đươ c phân phô i thông qua ba n nhiên liê u hydro vi vâ y se không co năng lươ ng ta i ta o hiê u qua ma chi co năng lươ ng ta i ta o va hydro nê u vn sa n xuâ t ca c bi nh khi ne n hydro nho ki ch thươ c tiêu chuâ n 5 20li t cho xe hai ba nh phân phô i bi nh hydro qua hê thô ng ta p ho a như kiê u đô i bi nh ga mini thi thâ m chi mư c gia nhiên liê u hydro 8usd kg hydro trong bi nh khi ne n mư c gia râ t hơ i cho nga nh sa n xuâ t hydro cu ng đa m ba o ră ng xe điê n hydro hai ba nh se tiê t kiê m hơn hay bă ng chi phi di chuyê n so vơ i xe xăng ba n thân gia xe hai ba nh hydro cu ng không cao hơn gia xe ma y điê n pin lithium","0","0","0","0","0","0","0","victsd_train","0"
"chúc bé luôn bình an trong tương lai và chúc các bạn tình nguyện vui luôn an lạc hạnh phúc trong cuộc sông các bạn đã làm tôi cay khoé mắt cám on cac ban","1","1","0","1","0","1","0","victsd_train","0"
"có một điều hết sức quan trọng mà các nhà quản lý giáo dục có lẽ đã bỏ quên đó là trong một tiết học ngoài việc truyền đạt kiến thức sách vở người giáo viên còn cần phải có thời gian để uốn nắn hành vi đối với các em học sinh với lượng kiến thức nặng nề và áp lực thành tích như hiện nay thì hiện tượng học sinh hư hỏng nhiều và bạo lực học đường là điều hiển nhiên sẽ xảy ra không dưới hình thức này thì cũng dưới hình thức khác","1","1","0","1","0","1","0","victsd_test","0"
"không có kinh tế còn chết hơn nên mở tẹt ga đi ai ở nước ngoài về khai báo dưới sự quản lý chặt chẽ của địa phương tự ý thức cách ly 20 ngày tại gia đình thế là ổn còn người nước ngoài vào việt nam thì cách ly tập chung chi phí thì họ tự chịu rồi","0","0","0","0","0","0","0","victsd_train","0"
"fan m28 chuẩn bị qua kia chê 7 hôi pen còn bên này thì khen pen của 28 là thơm dù bàn thắng vô thưởng vô phạt ku em fati đá quá hay 1 mình gánh team trận đấu chỉ cần 19 phút là kết quả thắng thua đã rõ chẳng cần ai kia phải thơm pen của đồng đội","1","1","0","0","0","0","0","victsd_test","0"
"vậy tổng hình phạt là bao nhiêu năm nhỉ","0","0","0","0","0","0","0","victsd_train","0"
"hèn chi uống bia sàigon có vị bia hơi chua","0","0","0","0","0","0","0","victsd_train","0"
"tiếc cho cu tí nhô","0","0","0","0","0","0","0","victsd_train","0"
"tại sao chúng ta cứ làm khác người như vậy phố đi bộ phải làm ở tất cả các quận huyện chứ để các địa phương tự thiết kế nó mới đa dạng và phong phú mới hấp dẫn chứ và để cho tư nhân đầu tư","1","1","0","1","0","1","0","victsd_train","0"
"thấy không ổn khi ban đầu giải quyết khi gặp tình huống này","0","0","0","0","0","0","0","victsd_valid","0"
"thương các con quá chia buồn cùng 2 gđ","1","1","0","1","0","1","0","victsd_train","0"
"chuyện này diễn ra lâu rồi báo chí nói nhiều lần rồi mà không thay đổi chắc các bác đạp xe xong về ngủ bù sáng sớm mai lại lôi xe ra đạp","1","1","0","1","0","1","0","victsd_train","0"
"một quyết định rất đúng cây to vậy trồng rất lâu mới có được","0","0","0","0","0","0","0","victsd_train","0"
"soluto tiện nghi đầy đủ khóa thông minh camera cảm biến lùi thêm nữa đợt này soluto có giảm 50 phí trước bạ nên sẽ rẻ hơn các dòng xe nhập đó bác","1","1","0","1","0","1","0","victsd_train","0"
"khổ thật bão vào chậm nửa tháng thì kịp thu hoạch rồi","0","0","0","0","0","0","0","victsd_valid","0"
"sao triệu tập đến 2 lần mà vẫn ko thèm đến và vẫn chưa có biện pháp mạnh tay gì sao phải làm thật nghiêm tăng nặng hình phạt để làm gương để lần sau ko còn chuyện này xảy ra chứ ko phải xảy ra rồi tìm cách xử lý tôi chờ cách xử lý của ca tỉnh lc","0","0","0","0","0","0","0","victsd_train","0"
"muốn xếp bayern chung vs ai cũng đc miễn là năm nay bayern vớ đc mu thì là vui nhất trốn quá lâu rồi từ 2014 bayern thông mu lần cuối tới giờ mu cứ trốn xuống c2 làm bayern buồn đi năm 2019 mu dự c1 thì lại mèo mả gà đồng vs barca và bị thông 0 4 năm nay xem mu chạy đâu khỏi bayern","0","0","0","0","0","0","0","victsd_test","0"
"tiết kiệm xăng nhất hiện tại là suzuki celerio tuy nhiên tiết kiệm xăng hơn morning và giá rẻ nhất là camry 3 5q 2008 thật vậy vios đầy giá trị cốt lõi than","0","0","0","0","0","0","0","victsd_test","0"
"bài viết hay và thú vị cảm ơn vnexpress","0","0","0","0","0","0","0","victsd_train","0"
"nghệ thuật nên có nhiều phong cách nhiều thể loại không lẽ chúng ta cứ trịnh công sơn rồi bollero mãi sao ủng hộ những xu hướng hòa nhập với thế giới nhưng tôi cũng băn khoăn tự hỏi những thể loại này làm sao để cạnh tranh được với những sản phẩm chính hiệu từ mỹ nơi sản sinh ra rap","0","0","0","0","0","0","0","victsd_valid","0"
"ra đường mà ko có rọ móm gì cả nhỡ cắn 1 cái là tiêm 9 mũi vào mông","0","0","0","0","0","0","0","victsd_train","0"
"các việc làm của các bạn thật ý nghĩa mong mùa trung thu bình an vui tươi hạnh phúc đến tất cả mọi người","1","1","0","1","0","1","0","victsd_train","0"
"ưu điểm máy khỏe có nhiều đồ chơi cần dùng đếnnhược điểm xe hàn nhiều người bảo thế cá nhân tôi thấy nhật hay hàn không quan trọng seltos thì cơ bắp khỏe khoắn kona nhỏ nhắn yểu điệu bạn là nữ theo mình kona có vẻ phù hợp hơn","0","0","0","0","0","0","0","victsd_valid","0"
"không biết nào mới xây cầu cần giờ","0","0","0","0","0","0","0","victsd_valid","0"
"quá đỉnh tài năng là đây chứ đâu chúc mừng em","0","0","0","0","0","0","0","victsd_train","0"
"quan trọng mãnh đất đó trong sổ đỏ ai là người đứng tên nếu anh bạn đứng tên là người đại diện thì bạn ko có cửa để chia nếu cha hoặc mẹ bạn là người đứng tên thì bạn có phần","0","0","0","0","0","0","0","victsd_train","0"
"mấy ông lạc quan quá u70 đấy người già mắc covid rất nguy hiểm phải đợi 10 ngày nữa","0","0","0","0","0","0","0","victsd_train","0"
"kg thê hi nh dung đươ c lương tâm ho như thê na o cơ quan ca câ n gia o du c đê ho co lương tâm chi nh chă n hơn","1","1","0","0","0","0","0","victsd_train","0"
"coi xong clip mới thấy thật sự ngưỡng mộ các chiến sỹ công an chuyện gì khó nhất nguy hiểm nhất đều có các a lo người dân sẽ yên tâm hơn nhiều chúc các đồng chí thật nhiều sức khoẻ","1","1","0","1","0","1","0","victsd_valid","0"
"mới có thông báo thu hồi sản phẩm ngày hôm qua 29 08 một tháng nay chắc cũng rất nhiều người ăn sản phẩm này hại toàn tập","0","0","0","0","0","0","0","victsd_train","0"
"đấy là điều mà không một quốc gia nào làm trên sân nhà được kể cả nhật hay mỹ hay đức xe chỉ là phương tiện nhưng nó được mua sử dụng bởi một người có tinh thần dân tộc rất cao","0","0","0","0","0","0","1","victsd_train","0"
"còn người là được tiền mất bao nhiêu không quan trọng bắt người đền là được","0","0","0","0","0","0","0","victsd_test","0"
"bộ y tế cần nhắn tin đến toàn bộ số điện thoại của người dân cảnh báo không dùng pate minh chay","0","0","0","0","0","0","0","victsd_valid","0"
"bayren 2019 20 vĩ đại chỉ sau mỗi barca 2008 09","0","0","0","0","0","0","0","victsd_train","0"
"barcelona rút g7 ra khi đá 10 người m10 làm luôn 2 vị trí tđ cánh phải và trung phong ảo mặc dù không trực tiếp ghi bàn nhưng 2 bàn sau đều có dấu giày m10 hơn nữa ở thế 10 11 mà vẫn cầm bóng 60 và tấn công dồn dập thì chỉ có thể là barcelona với m10 trên hàng công đồng phục sân khách màu đen của barcelona đẹp quá hôm nay nhìn cầu thủ nào của barcelona cũng đẹp như tài tử phải tìm mua thôi","0","0","0","0","0","0","0","victsd_train","0"
"mọi người cho mình hỏi nếu nhận thư email từ ngân hàng đòi nợ thì có khiếu kiện họ được không có được bồi thường danh dự không","0","0","0","0","0","0","0","victsd_train","0"
"ca m ơn như ng ngươ i đa cho ra như ng thươ c phim â n tươ ng vê thiên nhiên hehe na y giô ng như vư a không ki ch vư a thu y ki ch ca mo i vơ hê t ca chuyê n di cư","0","0","0","0","0","0","0","victsd_valid","0"
"hèn chi bữa h uống bia thấy bị say","0","0","0","0","0","0","0","victsd_valid","0"
"nhanh len nao lâu quá rồi đừng chậm trễ nữa bến xe cũ làm cho bình thạnh quá ô nhiễm kẹt xe trầm trọng","0","0","0","0","0","0","0","victsd_valid","0"
"nếu là con tôi thì tôi sẽ làm lớn thật lớn chuyện không thể cho qua như vậy được","1","1","0","1","0","1","0","victsd_train","0"
"một cái cmnd là chưa đủ ít nhất cũng phải có thêm hình ảnh hoặc chữ ký nữa chứ","0","0","0","0","0","0","0","victsd_train","0"
"trên này nhiều người chỉ nói nhưng không có khả năng mua xe nên tôi khuyên thật lòng bạn như thế này nếu bạn ở hà nội thì hãy dành 2h đồng hồ ngồi cafe ở bất kì con phố nào có thể quan sát tốt đường phố bạn hãy đếm tỉ lệ 2 xe này trên đường rồi quyết định mua người tiêu dùng thực sự là những người thông thái nhất năm 2015 tôi ngồi trên tràng tiền và đếm trong 2h có 18 xe fortuner đi qua và không thấy e santafe nào tôi quyết định mua e fortuner và dùng đến bây giờ","0","0","0","0","0","0","0","victsd_train","0"
"giải nobel hoà bình nên được trao cho tất cả các y bác sĩ trên toàn thế giới vì sự cống hiến quên mình vì sức khoẻ của toàn nhân loại","1","1","0","1","0","1","0","victsd_valid","0"
"attrage thì 3 máy soluto thì 4 máy hai điểm khác nhau cơ bản như vậy tùy bạn chọn theo mình di chuyển nhiều nên chọn 4 máy 3 máy hơi yếu","0","0","0","0","0","0","0","victsd_valid","0"
"con mình mới sinh 1 tháng mình đã mua bhnt cho nó rồi như bạn là muộn lắm rồi đó không ai biết trước ngày mai đâu nên mua sớm bạn nhé","0","0","0","0","0","0","0","victsd_train","0"
"chương trình giáo dục phổ thông cần đưa thêm phần kiến thức sinh tồn vào dạy từ lớp 1","0","0","0","0","0","0","0","victsd_valid","0"
"mật độ xây dựng khu đường này quá dày giao thông tê liệt dẫn đến tình trạng ô nhiễm không khí môi trường cao những lúc thế này ra ngoại ô sống là sướng nhất","0","0","0","0","0","0","0","victsd_train","0"
"đẹp cả người cả nết","0","0","0","0","0","0","0","victsd_test","0"
"bong da rat kho doan phut 90 con co ty so du sao van mong si va ro chung bang gap nhau lai vui hon","0","0","0","0","0","0","0","victsd_train","0"
"đẳng cấp là vầy cống hiến tạo điều kiện cho đồng đội mới đem lại niềm vui chứ không phải bú sức đồng đội và cáu bẩn khi đồng đội ghi bàn","0","0","0","0","0","0","0","victsd_train","0"
"lấy lầm vợ phiền toái cả cuộc đời","0","0","0","0","0","0","0","victsd_train","0"
"minh chay tên cty hay là pate để dùng ăn chay","0","0","0","0","0","0","0","victsd_train","0"
"nếu mà người dân bị dính cái bẫy này thì thật sự bó tay thời điểm này giá 55 triệu 1 m2 thôi cũng khó có ở trong hẻm chứ đừng nói đến mặt tiền 3 2","0","0","0","0","0","0","0","victsd_valid","0"
"hoan hô tinh thần của người dân nơi đây yêu thiên nhiên sẽ được đền đáp bằng chính tình yêu của thiên nhiên","0","0","0","0","0","0","0","victsd_train","0"
"tạm biệt người hùng báo đen anh sẽ sống mãi với nụ cười ấy","0","0","0","0","0","0","0","victsd_train","0"
"trời phật may mắn quá chúc con 1 đời an nhiên","0","0","0","0","0","0","0","victsd_train","0"
"vote fadil cho bạn trải nghiệm không gian nhỏ tốn xăng","0","0","0","0","0","0","0","victsd_train","0"
"y kiến thì nhiều nhưng hãy nhìn ra thế giới để biết nhật các nước châu âu đều cấm sử dụng điện thoại trong giờ học","1","1","0","1","0","1","0","victsd_train","0"
"khác gì loài tu hú đâu","0","0","0","0","0","0","0","victsd_valid","0"
"rốt cuộc ông ấy sẽ tái đắc cử thôi và chẳng ai có thể được toàn dân yêu mến ủng hộ nhưng tôi tin nước mỹ và thế giới thêm một lần nữa cần ông trump trên vai trò tổng thống hiệp chúng quốc hoa kỳ","0","0","0","0","0","0","0","victsd_train","0"
"vấn đề là anh ghi rất nhiều bàn thắng quan trọng những nhà vô địch cần những cầu thủ biết tỏa sáng trong những trận đấu lớn","1","1","0","1","0","1","0","victsd_train","0"
"con sinh ra trên đời với ông bố bà mẹ như thế này là quá bất hạnh với con rồi còn 4 đứa em còn lại không biết có sống tốt hơn không","0","0","0","0","0","0","0","victsd_train","0"
"con tôi không học trước nên giờ quá đuối thời gian ngủ cũng không đủ tối nào bố con cũng phải đánh vật với toán và tiếng việt các môn khác không có thời gian sờ đến nhiều câu toán đến người lớn còn phải đọc kỹ mới làm được huống chi 1 đứa con nit 6 tuổi còn chưa có ý thức học hành quá khổ vì cải cách","1","1","0","1","0","1","0","victsd_train","0"
"các lời khuyên rất hữu ích có một cách nữa mà mình hay làm đó là viết theo chủ đề mình mong muốn đây cũng là cách để ghi nhớ và biết nhiều hơn về cấu trúc câu cũng như từ mới","1","1","0","1","0","1","0","victsd_train","0"
"thực ra mỗi giai đoạn đời người thì gu âm nhạc cũng khác nhau hồi tuổi teen mình thích nghe nhạc trẻ sôi động giờ già thì thích bolero hoặc êm ả một chút đối với bài hát thực ra tùy tâm trạng người nghe và bài nhạc cùng hoàn cảnh thì tự nhiên thấy nó hay thôi kiểu như người buồn cảnh có vui đâu bao giờ người đang suy tư tình yêu tan vỡ không lẽ nghe nhạc đám cưới không có bài hát nào thực sự hay hoặc dở do tự tâm trạng người nghe tùy thời điểm thôi","0","0","0","0","0","0","0","victsd_train","0"
"bé 2 tuổi hắn còn không tha nếu cô giáo can ngăn cũng sẽ bị đánh luôn không chừng","1","1","0","0","0","0","0","victsd_train","0"
"arsenal vẫn chưa tìm ra cách tốt nhất để thắng các đội mạnh về thể hình thể lực và chơi phòng thủ sâu","1","1","0","1","0","1","0","victsd_train","0"
"không cần nói nhiều việc messi đã đoạt 6 qbv 6 giày vàng lương cao nhất mọi thứ đều bỏ xa 7 tạ đã khiến 7 tạ và fan của gã cay lắm nay messi ở lại và được barca đối đãi như ông hoàng thì họ lại còn ghen tức và cay đắng dài dài hi hi","1","1","0","0","0","0","0","victsd_test","0"
"bạn là đại gia thì mua xe mec mới đi còn bạn ko phải là đại gia thì mua xe nhật mới đi 800 bạn có nhiều lựa chọn mới một chiếc nó nuôi mình một chiếc mình nuôi nó quan trọng là bạn thấy mình ở đâu","0","0","0","0","0","0","0","victsd_train","0"
"cậu này ra đi thì chuẩn rồi mỏng cơm quá tranh chấp k nổi với cầu thủ đội bạn","0","0","0","0","0","0","0","victsd_train","0"
"tự nhiên bị vạ lây khổ cho 2 chú bảo vệ và gia đình","0","0","0","0","0","0","0","victsd_test","0"
"chắc hồi nhỏ có học võ cân 2 luôn","0","0","0","0","0","0","0","victsd_train","0"
"thưởng thức bóng đá sau đó dành thời gian vui vẻ bên gia đình người thân","0","0","0","0","0","0","0","victsd_train","0"
"mình cũng nghĩ là sẽ không có bất ngờ tháng 10 nữa đâu mà chỉ có bất ngờ tháng 11 thôi các bạn","1","1","0","1","0","1","0","victsd_train","0"
"tuổi trẻ thích thể hiện máu yên hùng hơn thua có hơi men nữa càng nguy hại gây họa rồi thì tàn cả cuộc đời","1","1","0","0","0","0","0","victsd_train","0"
"tôi là nhân viên ngân hàng đây khi chúng tôi làm đúng quy trình thì khách hàng kêu sao mà lằng nhằng phức tạp thế qua ngân hàng khác làm nhanh hơn đến khi có chuyện xảy ra thì lại kêu không làm đúng quy trình dạ thưa làm đúng quy trình thì sẽ tốn thời gian thủ tục nhưng an toàn cho mình về sau này đấy ạ","0","0","0","0","0","0","0","victsd_train","0"
"mua xe gi cu ng đươ c trừ toyota ra","0","0","0","0","0","0","0","victsd_train","0"
"ký ức tuổi thơ của tôi lại ùa về","0","0","0","0","0","0","0","victsd_test","0"
"sao minh thấy nhà trường gì mà thiếu trách nhiệm kinh khủng trước khi mở lớp phải xem thủ tục pháp lý cho đủ rồi mới mở lớp liên thông còn bây giờ dang làm khổ cho 125 người khác nè","0","0","0","0","0","0","0","victsd_train","0"
"những bạn trẻ có tâm hồn cao đẹp rất ngưỡng mộ và mong là các bạn sẽ tiếp tục công việc ý nghĩa này","1","1","0","1","0","1","0","victsd_test","0"
"chuẩn lắm luôn thay vì ép con hoàn hảo trở thành người giỏi nhất trường phụ huynh nên tôn trọng tính cách của chúng mở rộng ý tưởng về sự thành công để nuôi dạy đúng hướng","0","0","0","0","0","0","0","victsd_train","0"
"2 tuyến như bây giờ thôi đã kẹt xe gần chết vì lượng xe phải đổ dồn sang các tuyến khác thêm 3 tuyến nữa thật ko dám tưởng tượng","1","1","0","1","0","1","0","victsd_test","0"
"thành tích mà mọi cầu thủ đều ao ước","0","0","0","0","0","0","0","victsd_train","0"
"nước ta có hàng trăm khu công nghiệp dùng mái tôn với hàng triệu m2 với lợi thế sẵn có hạ tầng và làm mát nhà xưởng khi lắp thêm tấm nlmt trên mái giảm giá thành như vậy nếu có một cơ chế khuyến khích khi các công ty năng lượng kết hợp với các kcn thì tiềm năng rất lớn","1","1","0","1","0","1","0","victsd_train","0"
"gió đang rất mạnh tiếng gió rít và giật từng cơn","0","0","0","0","0","0","0","victsd_train","0"
"nhiều tỉnh đặt tên là kha vạn cân trong đó có vũng tàu","0","0","0","0","0","0","0","victsd_train","0"
"may quá có nhà ở vùng thường tín ngoại thành hn sáng đi làm tối về 2 chục cây mặc kệ giá chung cư vì ko có tiền xd","0","0","0","0","0","0","0","victsd_valid","0"
"30 năm mới xứng đáng chứ","0","0","0","0","0","0","0","victsd_train","0"
"khung cảnh đẹp và ngoạn mục thiên nhiên đẹp quá","0","0","0","0","0","0","0","victsd_train","0"
"vài ngày nữa có phở bò đen","1","1","0","0","0","0","0","victsd_train","0"
"đề nghị chính quyền hãy cách li người cha vô dụng và vô tâm này để cháu không bị bạo hành nữa các mạnh thường quân ơi hãy thương và giúp cháu đi cho cháu một tương lai tốt đẹp hơn chứ không như bố mẹ cháu","1","1","0","1","0","1","0","victsd_train","0"
"phim khi trái đất ngừng quay không thấy nhắc phim đó hay mà","0","0","0","0","0","0","0","victsd_train","0"
"nghĩ tới nghĩ lui vẫn thấy tội ông này ghê gớm tự nhiên bị thằng khùng vác súng đến nhà dí vào đầu mà còn bị hăm dọa nhiều lần mấy ai đủ thánh nhân bình tĩnh mà ngồi im cho nó đánh án nặng người này là bị tấn công trước mới tức lên không giữ được bình tĩnh mong sớm cải tạo tốt để được về lại cuộc sống bình thường","1","1","0","0","0","0","0","victsd_train","0"
"con cua nhỏ xui quá thể","0","0","0","0","0","0","0","victsd_train","0"
"cái gì cũng hơn xe hàn từ nội ngoại thất option đủ kiểu đến giá sao lại phải bỏ nhiều tiền ra mua xe hàn","0","0","0","0","0","0","0","victsd_train","0"
"vậy là ca mập cũng có kẻ để so rồi đấy","0","0","0","0","0","0","0","victsd_train","0"
"khi sống ở nc ngoài tôi có thể ăn một bữa kfc cho bữa trưa hay bữa tối vì nó rẻ hợp túi tiền đủ no bụng về vn tui ko bước vào mấy quán này một lần đồ ăn vn quá ngon","0","0","0","0","0","0","0","victsd_train","0"
"nói như ngân hàng khuyến cáo không cung cấp giấy tờ có ảnh không biết ông này có bao giờ đi du lịch theo tour chưa mọi người đi du lịch theo tour đều phải scan nộp bản gốc vấn đề là khi ngân hàng tiếp nhận thông tin mở thẻ thì cần đối chiếu đúng người cần thiết hỏi test vài câu để đảm bảo đúng người","0","0","0","0","0","0","0","victsd_test","0"
"thực sự khuyên mọi người ăn chay cứ ăn rau củ quả nấm các loại đậu chứ không nên ăn mấy món được chế biến có tên như đồ mặn","1","1","0","1","0","1","0","victsd_train","0"
"câu được cá to ngon mà chẳng được ăn tội thiệt","0","0","0","0","0","0","0","victsd_valid","0"
"không có ai hoàn hảo cả chính quyền obama và ông biden trong 1 thập kỷ nước us như thế nào vấn đề là giai đoạn này người us và thế giới cần gì thôi","0","0","0","0","0","0","0","victsd_train","0"
"có nhiều ngân hàng không cần dấu vân tay nên kết hợp dấu vân tay và chứng minh nhân dân","0","0","0","0","0","0","0","victsd_train","0"
"không tiêm cũng sợ mà tiêm cũng sợ mong con an nghỉ","0","0","0","0","0","0","0","victsd_train","0"
"đê đô đươ c va o nga nh đông phương không pha i dê da ng gi đê thu khoa thi ca ng kho hơn khâm phu c va chu c mư ng em","0","0","0","0","0","0","0","victsd_valid","0"
"ho c trên trươ ng ho c ơ nha cô ho c ca tuâ n tô i vê la i ho c mâ t hê t tuô i thơ ca c cha u rô i lơ p 1 thôi ba y đă t mu c tiêu cao xa ma la m gi đu ng la không cho con ho c chư trươ c thi ca c cha u khô n khô khi va o lơ p 1 không kha c gi ho c cuô n chiê u cu a sinh viên ho c xong con quên sa ch vi nhô i nhe t đê n khô bao năm ca i tiê n ca i lui chi thêm phư c ta p la ng phi","1","1","0","0","0","0","0","victsd_train","0"
"em có trực tiếp xem con seltos bản luxury ngoại thất đẹp nội thất so với kona thì kém sang trọng hơn rất nhiều kona thiết kế nội thất tinh tế hơn và họ làm kỹ hơn 1 bậc do gầm cao kích thước chiều ngang bằng nhau kona nên chiều rộng ghế hẹp hơn kona","0","0","0","0","0","0","0","victsd_train","0"
"người ý chết nhiều quá rồi thật là thê thảm","0","0","0","0","0","0","0","victsd_valid","0"
"thương các con quá sao các con khổ sở thế này","1","1","0","1","0","1","0","victsd_train","0"
"bố mẹ đẻ ra là cá sấu nhưng lại thích làm cá heo","0","0","0","0","0","0","0","victsd_test","0"
"chúc mừng sinh nhật con gái nhìn bé có tố chất của 1 ng mẫu tương lai","0","0","0","0","0","0","0","victsd_train","0"
"theo hướng đi dự kiến bão sẽ vào đà nẵng đà nẵng vừa qua khỏi cơn dông covid19 nay có thể hứng cơn bão nhiệt đới đồng lòng chia sẻ mọi khó khăn với đà nẵng","0","0","0","0","0","0","0","victsd_train","0"
"buồn quá","0","0","0","0","0","0","0","victsd_train","0"
"sau khi khống chế thành công đợt dịch đầu tiên hồi tháng ba và tháng 4 việt nam có thể tự hào khi lần thứ hai đánh bại covid 19 một nhận xét khách quan đúng đắn","0","0","0","0","0","0","0","victsd_train","0"
"dịch bệnh covid 19 hoành hành việc làm không có tiền đâu mà chơi bài","0","0","0","0","0","0","0","victsd_train","0"
"không có lý do nào hợp lý theo tôi chỉ ở cấp cao đẳng đại học mới được sử dụng cấp 1 đến cấp 3 nên cấm để học sinh có tư duy học bài tốt hơn","0","0","0","0","0","0","0","victsd_train","0"
"i10 chắc chắn hơn nhiều","0","0","0","0","0","0","0","victsd_valid","0"
"mình đang thắc mắc là có đơn tố giác tội phạm có bằng chứng cụ thể rõ ràng mà sao cơ quan công an không khởi tố vụ án khởi tố bị can nhỉ ai rành luật giải thích giúp với","0","0","0","0","0","0","0","victsd_train","0"
"quá thương tâm ở thành thị chỉ có hồ bơi vào đó tốn tiền và luôn có người gíam sát cha mẹ lại hay đi theo con nên hiếm có việc em đuối nước còn ở nông thôn sông rạch mênh mông hồ nước đầy đồng đâu có ai giám sát trông coi trẻ thường đi chung với nhau ko có người lớn trông coi cho dù có biết bơi đi nữa nhưng kỹ năng cứu người đuối nước các em ko biết sức yếu trong khi trong nhóm có trẻ nhỏ quá mới 2 3 tuổi như vụ này hoặc có em ko biết bơi nên khi đuối nước thì hoảng loạn kéo níu nhau nên chết chùm là không tránh khỏi cho nên thường ở nông thôn trẻ em bị đuối nước nhiều hơn thành thị là vậy thưa quý vị","1","1","0","1","0","1","0","victsd_train","0"
"bàn giao tất cả mặt bằng càng sớm càng tốt đề nghị các cấp chính quyền ko để người dân xây nhà quanh sân bay và nhà phải cách xa 5 cây số đảm bảo tương lai sân bay sẽ ko bị tắc nghẽn quá tải đem lại tầm nhìn môi trường phát triển cho tp","1","1","0","1","0","1","0","victsd_train","0"
